liabilities_and_equity,operating_expense_._assets,percent_of_female_borrowers,average_loan_balance_per_borrower,gross_loan_portfolio_to_total_assets,operational_self_sufficiency,finefftheta_hat,se_no_breadththeta_hat,se_with_breadththeta_hat,finsoc_with_breadththeta_hat,finsoc_no_breadththeta_hat
8695291,0.1696,0.9933,228,1.1097,1.0379,0.3926851077876666,0.9987907298565433,0.9987907298565435,0.9987907298565433,0.9987907298565433
623544,0.2558,0.2667,68,0.4286,2.1646,0.49827687233372964,0.8539169849047746,0.8539169849047746,0.853979447294632,0.8539169849047749
935891,0.1598,0.6,83,0.48,1.7711,0.46665504374935174,0.9239984532774749,0.9239984532774749,0.9239984532774749,0.9239984532774749
1103666,0.1904,0.641,58,0.475,1.8315,0.4673824468088823,0.9321673703912139,0.9321673703912139,0.9321673703912139,0.9321673703912139
21812853,0.0574,0.72,7092,1.0241,1.0281,0.42695309832434586,0.9476513106666533,0.9478175546930749,0.9478175546930749,0.9476513106666533
30149614,0.1524,0.72,5709,0.9919,1.1938,0.4080086692244407,0.9476513106666533,0.9476784539648485,0.947714970923312,0.9476513106666533
49830608,0.1289,0.72,2289,0.7792,1.1894,0.41493873436415596,0.9476513106666534,0.9476513106666533,0.9476569678951551,0.9476513106666534
79492873,0.0941,0.72,1536,0.6573,1.2916,0.433406033732709,0.9476513106666533,0.9476513106666534,0.9476513106666533,0.9476513106666533
90386707,0.0574,0.72,1120,0.717,1.4672,0.4586589239064394,0.9476513106666534,0.9477065469979004,0.9477065469979004,0.9476513106666533
100224568,0.0487,0.72,1310,0.7088,1.319,0.4515461338703566,0.9476513106666533,0.9477153669819508,0.947715366981951,0.9476513106666533
100224568,0.0487,0.72,1124,0.7088,1.319,0.4515461338703566,0.9476513106666533,0.9477153669819508,0.947715366981951,0.9476513106666533
70085043,0.0487,0.72,1124,0.8621,1.319,0.4515461338703566,0.9476513106666533,0.9479576430778441,0.9479576430778439,0.9476513106666533
1475009,NA,0.8,94,0.5256,1.0427,NA,NA,NA,NA,NA
1475009,NA,0.8,94,0.5256,1.0427,NA,NA,NA,NA,NA
306817,0.1439,0.7351,131,0.7863,3.3771,0.5786719879077251,0.9505734344353425,0.9505734344353425,0.9511819967847007,0.9509435655383204
422642,0.0452,0.7377,195,0.9336,3.4361,0.5763334127653844,0.9530272614392998,0.9538957710410257,0.954225087550071,0.953441322561913
537743,0.0351,0.6888,170,0.9799,3.1827,0.5686841757713179,0.9445492958841127,0.9460070646107562,0.9460754901777688,0.9447809935197468
675576,0.1439,0.6122,139,0.8208,1.4728,0.4531802406139588,0.9264388870267898,0.9264623976061845,0.9265317577851259,0.9264388870267898
675576,0.1439,0.6122,110,0.9694,1.4728,0.4531802406139588,0.9264388870267898,0.9265162974584263,0.926581763597399,0.9264388870267898
675576,0.1439,0.6122,142,0.9245,1.4728,0.4531802406139588,0.9264388870267898,0.9264992141455015,0.9265668543059221,0.9264388870267898
675576,0.1439,0.6243,127,0.9245,1.4728,0.4531802406139588,0.9288511894193086,0.9289070343504985,0.928973814927828,0.9288511894193086
675576,0.1439,0.6721,139,0.9245,1.4728,0.4531802406139588,0.9383026736486914,0.9383396893739292,0.9384043699151475,0.9383026736486914
1039236,0.4824,0.8431,56,0.6027,0.5498,0.37679870669021764,0.9711352583834283,0.9711352583834283,0.9711352583834283,0.9711352583834283
1088709,0.4824,0.7996,55,0.715,0.5595,0.3769240495861412,0.9629237739635045,0.9629237739635045,0.9629237739635045,0.9629237739635043
62767,NA,0.9,38,0.6101,1.0256,NA,NA,NA,NA,NA
1430530,0.2827,0.4002,1102,0.9507,1.1916,0.4209608984337341,0.8828098041406164,0.8828815634467028,0.8829481813074141,0.8828098041406164
1361527,0.2066,0.4002,1130,1.0186,1.2182,0.42362890597801356,0.8828098041406164,0.8829253007557888,0.8829909659950271,0.8828098041406164
1398237,0.4494,0.3703,919,0.9953,0.7057,0.38510845733062254,0.8764385077583052,0.876520703637203,0.8765771807479392,0.8764385077583052
2025035,0.2827,0.4548,485,0.8194,1.1486,0.4123902912589766,0.8943010973675707,0.8943010973675707,0.8943649849395283,0.8943010973675709
4290254,NA,0.1859,114,0.6495,0.9944,NA,NA,NA,NA,NA
3902783,NA,0.1859,117,0.8329,0.9944,NA,NA,NA,NA,NA
4094773,NA,0.1859,107,0.7565,0.9944,NA,NA,NA,NA,NA
4006069,NA,0.1859,105,0.7565,0.9944,NA,NA,NA,NA,NA
5782786,NA,0.1604,114,0.7013,0.9944,NA,NA,NA,NA,NA
425636,0.7083,0.9531,67,0.6012,0.46,0.382546698848914,0.991492225451178,0.991492225451178,0.991492225451178,0.991492225451178
469877,0.7581,0.9801,76,0.6318,0.5226,0.3865222577643165,0.9964023394663326,0.9964023394663324,0.9964023394663326,0.9964023394663326
503601,0.6901,0.98,108,0.8128,0.6971,0.40024261534733846,0.9963842153844621,0.9963842153844619,0.9963842153844619,0.9963842153844621
429164,0.729,0.9579,92,0.8517,0.8306,0.41376736919804313,0.992367580911431,0.992367580911431,0.992367580911431,0.992367580911431
352287,0.9084,0.9001,108,0.7499,0.3956,0.3796694680500222,0.9817555578405854,0.9817555578405857,0.9817555578405854,0.9817555578405854
759808,0.7265,0.9531,117,0.6854,0.5586,0.38222132433000566,0.991492225451178,0.991492225451178,0.991492225451178,0.9914922254511778
759808,0.7265,0.9531,158,0.6854,0.5586,0.38222132433000566,0.991492225451178,0.991492225451178,0.991492225451178,0.9914922254511778
759808,0.7265,0.9531,173,0.6847,0.5586,0.38222132433000566,0.991492225451178,0.991492225451178,0.991492225451178,0.9914922254511778
759808,0.7265,0.9531,201,0.6847,0.5586,0.38222132433000566,0.991492225451178,0.991492225451178,0.991492225451178,0.9914922254511778
2074063,0.1702,0.9531,201,0.6318,1.5948,0.44159667717579043,0.991492225451178,0.991492225451178,0.991492225451178,0.991492225451178
2192025,0.1702,0.9531,165,0.6273,1.5998000000000001,0.44098180222005223,0.991492225451178,0.991492225451178,0.991492225451178,0.991492225451178
2401137,0.1702,0.9531,140,0.5287,1.8142,0.4525781472733978,0.991492225451178,0.991492225451178,0.991492225451178,0.991492225451178
2835746,0.1266,0.9531,163,0.5085,1.762,0.4528347654868844,0.9914922254511782,0.9914922254511782,0.9914922254511782,0.9914922254511782
3015849,0.1566,0.9531,144,0.53,1.7578,0.44533661269688507,0.991492225451178,0.991492225451178,0.991492225451178,0.991492225451178
2837890,0.1227,0.9531,152,0.4697,2.0095,0.4689257004126921,0.991492225451178,0.991492225451178,0.9914922254511778,0.9914922254511778
93010,0.1801,0.5595,35,0.2884,0.7421,0.4353293299222013,0.9158373006265087,0.9158373006265087,0.9158373006265086,0.9158373006265087
149468,0.1801,0.5588,45,0.2372,1.1873,0.46095226435963255,0.9156954287565565,0.9156954287565566,0.9156954287565569,0.9156954287565566
141589,0.192,0.559,32,0.1971,1.076,0.45353664879123406,0.9157359664238492,0.915735966423849,0.915735966423849,0.9157359664238492
189124,0.1282,0.4697,52,0.3168,1.6162,0.48743890336968243,0.8974054643668047,0.8974054643668045,0.8974379866156508,0.8974054643668047
63124,0.0367,0.89505,294.5,1.88685,5.50475,0.7207969202128631,0.9858308856545251,0.9985341104481577,0.9995795942720579,0.9862974821644952
63124,0.0367,0.89505,294.5,1.88685,5.50475,0.7207969202128631,0.9858308856545251,0.9985341104481577,0.9995795942720579,0.9862974821644952
52284,0.0367,0.9606,463,1.7987,4.4754,0.684253158684092,0.9981203552527089,0.9999999999999987,0.9999999999999987,0.9985078891234559
73964,0.0367,0.8295,126,1.975,6.5341,0.7528853278840582,0.973370084929643,0.9981503320667543,1.000000000000002,0.9739157845252152
648057,0.2081,0.1278,2001,0.5557,0.9812,0.4186506567802588,0.8225741328838597,0.8226420052714963,0.8227188808059249,0.8225741328838597
608050,0.1666,0.0651,526,0.4918,1.026,0.42311689371857064,0.8079670715666158,0.8080723416288775,0.8081606726658895,0.8079670715666158
1028414,0.1574,0.0424,606,0.4447,0.9613,0.40958787297390137,0.8026049220405709,0.8027124052983879,0.8027822804935097,0.8026049220405709
1342865,0.2081,0.0051,76,0.5451,1.0111,0.4090312758120358,0.7937064999779894,0.7938417926105088,0.7939140653292883,0.7937064999779894
1872650,0.2734,0.0689,648,0.3717,0.9892,0.40223448031664394,0.808860818201226,0.8088665094152792,0.8089413419067667,0.808860818201226
2376507,0.2593,0.2812,673,0.4812,0.9803,0.3979565411282808,0.857111766787096,0.857111766787096,0.8571299632327182,0.857111766787096
2911871,0.219,0.4001,960,0.7356,1.1063,0.4038238083371442,0.8827885889730357,0.8827962762219733,0.8828606541571032,0.8827885889730357
2911871,0.219,0.4144,911,0.7356,1.1063,0.4038238083371442,0.8858160406374879,0.8858172756037802,0.8858812946716572,0.885816040637488
4108980,0.219,0.4144,2330,0.6856,1.1301,0.4002885296485721,0.8858160406374879,0.8858160406374879,0.885863633292142,0.8858160406374879
4523767,0.1988,0.4144,2786,0.8621,1.1146,0.39797920627513544,0.885816040637488,0.8858702129501599,0.885936850710118,0.8858160406374879
3670596,0.1901,0.4144,765,1.0111,1.0195,0.3942801578833104,0.8858160406374876,0.8859279763955542,0.8859897032610022,0.8858160406374879
4966999,0.1901,0.4144,682,0.7915,0.0218,0.31113002578874643,0.8858160406374879,0.885849258349829,0.8858599166219621,0.8858160406374879
13818592,0.1907,0.5149,2337,0.5724,0.5792,0.3587585706570665,0.9067418223791578,0.9067418223791576,0.9067418223791578,0.9067418223791576
13818592,0.1907,0.5149,3399,0.3489,0.5792,0.3587585706570665,0.9067418223791578,0.9067418223791576,0.9067418223791579,0.9067418223791576
16611029,0.2385,0.5149,1766,0.4826,1.0529,0.3937283254626223,0.9067418223791576,0.9067418223791576,0.9067418223791578,0.9067418223791578
15328036,0.2104,0.6433,831,0.3372,0.8471,0.37906639361966377,0.9326228978549808,0.9326228978549808,0.9326228978549808,0.9326228978549808
15328036,0.2104,0.6433,1127,0.3372,0.8471,0.37906639361966377,0.9326228978549808,0.9326228978549808,0.9326228978549808,0.9326228978549808
15328036,0.2104,0.6433,1218,0.4866,0.8471,0.37906639361966377,0.9326228978549808,0.9326228978549805,0.9326228978549808,0.9326228978549808
15206182,0.171,0.6,931,0.3539,0.9747,0.3882466993200778,0.9239984532774749,0.9239984532774751,0.9239984532774749,0.9239984532774749
18808347,0.1467,0.6,931,0.2791,0.9382,0.3917626080470495,0.9239984532774751,0.9239984532774751,0.9239984532774749,0.9239984532774749
24009254,0.1399,0.2901,1983,0.2352,1.0004,0.3982558041205249,0.8590657171036,0.8590657171035999,0.8590657171036,0.8590657171035999
27460560,0.0577,0.2901,1983,0.3171,1.0052,0.42510146891787687,0.8590657171036,0.8591278696921447,0.8591278696921447,0.8590657171036
145575,0.3405,0.6927,274,0.4414,0.6317,0.4156917044702163,0.942338030392699,0.942338030392699,0.9423380303926993,0.942338030392699
257971,0.3405,0.6927,274,0.6937,1.1281,0.44601724992285624,0.942338030392699,0.942338030392699,0.942338030392699,0.942338030392699
649686,0.2856,0.6927,274,0.5867,1.1306,0.42977078232314764,0.942338030392699,0.942338030392699,0.942338030392699,0.942338030392699
468547,0.4456,0.6927,348,0.6657,0.3299,0.36929594969251345,0.942338030392699,0.942338030392699,0.942338030392699,0.942338030392699
478157,0.1111,0.5953,106,0.3884,1.3919,0.45390550917374656,0.9230560787195609,0.9230560787195609,0.9230560787195606,0.9230560787195609
352375,0.1111,0.5953,64,0.3855,0.9721,0.42836743227332047,0.9230560787195606,0.9230560787195609,0.9230560787195609,0.9230560787195606
684054,0.1111,0.4986,134,0.4724,1.6252,0.4630862212229067,0.9033888642974293,0.9033888642974293,0.9034470313290434,0.9033888642974293
1847174,NA,0.1905,1113,0.4935,1.931,NA,NA,NA,NA,NA
421045,0.14515,0.4995,153,0.3992,1.0571,0.4318004800582166,0.903574404021634,0.903574404021634,0.9035744040216339,0.903574404021634
532772,0.1593,0.51,178,0.615,1.4761,0.4577317638798861,0.9057355152649181,0.9057355152649179,0.9057943599233695,0.9057355152649179
645031,0.131,0.4698,219,0.5969,1.2957,0.4417722942618174,0.8974262539775977,0.8974434783038368,0.8975073249833612,0.8974262539775979
177454,0.3038,0.945,66,0.6534,0.5924,0.4086219775577588,0.9900126501193669,0.9900126501193669,0.9900126501193669,0.9900126501193669
128432,0.342,0.945,66,0.6353,1.1095,0.45847138306696367,0.9900126501193669,0.9900126501193671,0.9900126501193669,0.9900126501193669
196370,0.2656,0.9204,68,0.3888,1.3201,0.4655785113593955,0.9855004303048849,0.9855004303048849,0.9855004303048849,0.9855004303048849
71934,0.37455,0.4401,278.5,0,0.2399,0.39308479359057974,0.8912252515635687,0.8912252515635687,0.8912252515635688,0.8912252515635687
215789,0.3815,0.3235,191,0.0904,0.4334,0.39094101666781117,0.8663516769478025,0.8663516769478025,0.8663516769478026,0.8663516769478025
550434,0.3676,0.5567,366,0.129,0.7647,0.4043403176129495,0.9152696456529338,0.915269645652934,0.915269645652934,0.9152696456529338
169040,0.1255,0.3488,720,0.5495,1.3267,0.46900791742414993,0.8718221083531298,0.8719121445088706,0.8719876209105777,0.8718221083531298
271969,0.1255,0.4409,621,0.5024,0.9357,0.43006183151981325,0.891392982422152,0.8914150612323849,0.891460402263565,0.891392982422152
1595431,0.1882,0.7321,35,0.5363,0.301,0.3493242466687543,0.9499938215475758,0.9499938215475761,0.9499938215475761,0.9499938215475758
3123400,0.3904,0.8665,49,0.7338,0.54990000000000006,0.36124430950565395,0.9755141065238727,0.9755141065238727,0.9755141065238727,0.9755141065238727
6288696,0.2598,0.8134,71,0.8336,0.7732,0.3736093097288425,0.9655389340016569,0.9655389340016569,0.9655389340016569,0.965538934001657
8346244,0.1618,0.857,150,0.7983,1.0477,0.395177639917723,0.9737395729833375,0.9737395729833375,0.9737395729833375,0.9737395729833375
12927736,0.1351,0.7989,183,0.662,1.025,0.4014602097883204,0.9627908679252758,0.962790867925276,0.962790867925276,0.9627908679252758
13350464,0.1341,0.7521,163,0.4699,0.9528,0.39654019139934754,0.953849139350626,0.953849139350626,0.953849139350626,0.953849139350626
17402048,0.1882,0.688,175,0.5389,1.0336,0.3923853372883522,0.9414193278836254,0.9414193278836254,0.9414193278836254,0.9414193278836253
17402048,0.1882,0.688,175,0.5389,0.9679,0.3877649501522725,0.9414193278836254,0.9414193278836254,0.9414193278836256,0.9414193278836254
17402048,0.1882,0.688,175,0.5389,0.9679,0.3877649501522725,0.9414193278836254,0.9414193278836254,0.9414193278836256,0.9414193278836254
17402048,0.1882,0.688,236,0.5389,0.9679,0.3877649501522725,0.9414193278836254,0.9414193278836253,0.9414193278836254,0.9414193278836254
17402048,0.1882,0.688,310,0.5389,0.9679,0.3877649501522725,0.9414193278836254,0.9414193278836254,0.9414193278836254,0.9414193278836254
149325,0,0.9497,262,0.5238,1.0067,0.4816522717677398,1,1,0.9999999999999931,0.9999999999999931
150946,0,0.9442,228,0.6773,19.3829,1,0.9999999999999982,1,1,1
150946,0,0.9442,228,0.6773,19.3829,1,0.9999999999999982,1,1,1
140404,0,0.7341,60,0.7939,1.8976,1.000000000000175,1.0000000000000036,0.9999999999999989,1,1.0000000000000036
967219,0.193,0.2366,1195,0.3238,0.045,0.33211109671652556,0.8472395394812343,0.8472395394812345,0.8472395394812343,0.8472395394812343
4613059,0.7223,0.0137,904,0.861,0.3738,0.34213098333799086,0.7957679052074833,0.7959811204519359,0.7960314747479262,0.7957679052074833
10142714,0.2595,0.6246,866,0.7808,0.9296,0.38503605286324083,0.928910896204133,0.928910896204133,0.928910896204133,0.928910896204133
14649795,0.1997,0.6375,854,0.8856,0.9846,0.3889465980251079,0.9314736240104609,0.9314736240104606,0.9314939456222815,0.9314736240104609
19453520,0.1691,0.6263,877,0.7495,1.1988,0.4036785245544457,0.9292491413343168,0.9292491413343168,0.9292567215245394,0.9292491413343168
24649544,0.2121,0.6206,1138,0.8121,1.1072,0.39747275277766736,0.9281143991095223,0.9281143991095223,0.9281143991095226,0.9281143991095224
31725062,0.193,0.6166,1294,0.8284,1.3007,0.41042498938226807,0.9273170215669408,0.9273170215669408,0.9273452664060582,0.9273170215669408
42065634,0.193,0.6166,1294,0.8027,1.3221,0.4118214895676513,0.9273170215669411,0.9273170215669411,0.9273370238371251,0.9273170215669408
42065634,0.193,0.6166,1363,0.8027,1.3221,0.4118214895676513,0.9273170215669411,0.9273170215669411,0.9273370238371251,0.9273170215669408
45287282,0.2047,0.6166,1191,0.8368,1.1844,0.40271196695976996,0.9273170215669411,0.9273170215669408,0.9273351454646467,0.9273170215669408
58855981,0.2109,0.6166,1500,0.8745,1.2346,0.40606720239950556,0.9273170215669411,0.9273170215669408,0.9273464766952791,0.9273170215669411
85197545,0.1748,0.6166,2180,0.8495,1.3239,0.4119386367712052,0.9273170215669411,0.9273170215669408,0.9273662469052094,0.9273170215669411
99319151,0.1363,0.6166,2241,0.8515,1.3541,0.4237358601538792,0.9273170215669411,0.9273559861675934,0.9273949266847195,0.9273170215669408
96512624,0.123,0.6166,2117,0.7735,1.0615,0.4077818660005961,0.9273170215669411,0.9273447547645403,0.9273634093992256,0.9273170215669411
201012,0.082,0.6713,204,0.5876,2.386,0.5352201457560212,0.9381455044849151,0.9381940364830943,0.9392127875383663,0.9390503919000399
259500,0.082,0.6514,142,0.5474,1.7632,0.49091432559057036,0.9342248601884545,0.9342578932875416,0.9345489635069476,0.9344033247329384
301099,0.0803,0.697,103,0.5654,1.6715,0.48183482260188787,0.9431775217625781,0.9431998923554468,0.9432792517175298,0.9431775217625781
329724,0.0824,0.7886,54,0.6031,1.5904,0.4745872714881001,0.9608324141461663,0.960832414146166,0.9608643779439396,0.960832414146166
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1606727,0.1058,0.9873,991,0.749,1.251,0.4266582533885375,0.9977060780914796,0.9977060780914799,0.9977060780914797,0.9977060780914796
2353871,0.1058,0.9604,543,0.7451,1.704,0.45651199672829035,0.9928230748586248,0.9928230748586248,0.9928230748586248,0.9928230748586248
2842344,0.1283,0.9375,735,0.6292,1.3713,0.4274439029625009,0.9886399617499583,0.9886399617499583,0.9886399617499583,0.9886399617499583
3907047,0.2816,0.4758,957,27.4167,1.2535,0.4093639282788917,0.8986725354217566,1,1,0.8986725354217566
3899243,0.1651,1,2206,0.4021,1.3341,0.41470270874985804,1,1,1,1
4191413,0.0889,0.9873,2802,0.6866,1.3576,0.4397473439422169,0.9977060780914799,0.9977060780914799,0.9977060780914797,0.9977060780914797
4191413,0.0889,0.9873,2841,0.6866,1.3576,0.4397473439422169,0.9977060780914799,0.9977060780914799,0.9977060780914797,0.9977060780914797
4191413,0.0889,0.9873,3916,0.6866,1.3576,0.4397473439422169,0.9977060780914799,0.9977060780914799,0.9977060780914797,0.9977060780914797
410654,0.1155,0.5262,142,0.1319,0.91,0.42084047910680883,0.9090571520802251,0.9090571520802251,0.9090571520802251,0.9090571520802251
597260,0.1155,0.3129,60,0.0987,1.114,0.42999354142404134,0.8640473281384619,0.8640473281384619,0.8640473281384621,0.8640473281384621
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215740,0.2271,0.68,19,0.5839,1.5822,0.4824185807420723,0.9398528831411441,0.9398528831411441,0.9398528831411443,0.9398528831411443
298694,0.2323,1,20,0.7701,2.4941,0.5327092589609954,1,1,1,1
392186,0.2677,0.69,26,0.8149,1.4286,0.46014041784762005,0.9418104081428357,0.9418104081428357,0.9418126899383176,0.9418104081428357
436551,0.2143,0.75,29,0.8567,1.3817,0.4548641743423256,0.9534452978042594,0.9534452978042594,0.9534471110585468,0.9534452978042594
318760,0.224,0.7779,31,0.8562,1.09,0.4392518856737384,0.9587922572403965,0.9587922572403967,0.9587922572403967,0.9587922572403964
242846,0.2262,0.7779,31,0.8869,1.0986,0.4448741392844995,0.9587922572403965,0.9587922572403965,0.9587922572403965,0.9587922572403965
246720,0.3056,0.831,17,0.9482,1.1204,0.44625392735781305,0.9688605128808964,0.9688605128808964,0.9688605128808964,0.9688605128808964
306675,0.228,0.831,17,0.9482,1.6727,0.48155154894381186,0.9688605128808964,0.9688605128808966,0.9688905266142157,0.9688605128808964
425626,0.2002,0.831,17,0.8321,1.6693,0.47492423233281633,0.9688605128808964,0.9688605128808964,0.9688605128808964,0.9688605128808964
58950,0.4315,0.951,91,0.412,1.1018,0.47700460842467696,0.9911089231577918,0.9911089231577918,0.9911089231577918,0.9911089231577918
42661,0.4315,0.951,91,0.8713,0.891,0.4672870647190789,0.9911089231577918,0.9911089231577918,0.9911089231577918,0.991108923157792
4051284,NA,1,209,0.5918,1.1349,NA,NA,NA,NA,NA
4051284,NA,1,209,0.5918,1.1349,NA,NA,NA,NA,NA
3392682,0.1487,NA,NA,0.3553,1.2867,NA,NA,NA,NA,NA
2846526,0.1487,NA,NA,0.4886,1.1343,NA,NA,NA,NA,NA
4868254,0.07,0.0931,3318,0.4907,0.8273,0.40708649061753144,0.8145267382738776,0.814729511023642,0.8147348810781923,0.8145267382738774
6817739,0.0728,0.101,3594,0.4592,0.8647,0.4091105702073137,0.8163667629752676,0.8165500867915023,0.8165586852244363,0.8163667629752677
9479061,0.0695,0.1005,4384,0.4648,0.9756,0.4187862910460088,0.8162504447422583,0.8164401198155016,0.8164521579315516,0.8162504447422583
8951986,0.07,0.2782,7798,0.4948,1.0371,0.4232730845587369,0.8564519373172594,0.8565768128618981,0.85658187967466215,0.8564519373172594
8951986,0.07,0.2782,7798,0.4948,1.0371,0.4232730845587369,0.8564519373172594,0.8565768128618981,0.85658187967466215,0.8564519373172594
51395,0.0777,0.8416,86,0.572,0.2752,0.40392192832524965,0.9708536543404837,0.9709813288830346,0.9709813288830346,0.9708536543404837
115354,0.1608,0.7634,227,0.5484,0.2786,0.38733856322030447,0.9560183185465537,0.9560183185465537,0.9560183185465537,0.9560183185465537
857858,0.0777,0.6379,66,0.0277,0.466,0.37468216375824154,0.9315529430880284,0.9315529430880284,0.9315529430880284,0.9315529430880284
857858,0.0777,0.5626,431,0.0277,0.466,0.37468216375824154,0.9164652551496397,0.9164652551496397,0.9164652551496397,0.9164652551496397
33211640,0.1269,0.3192,2271,0.6184,1.1051,0.40967161412434644,0.8654177811611005,0.8655041619465352,0.8655414747823775,0.8654177811611002
32165536,0.0637,0.3192,2271,0.6226,1.1812,0.43613359445037575,0.8654177811611005,0.8655837096969932,0.8655881459804559,0.8654177811611005
31281901,0.1269,0.3192,2207,0.5436,1.2961,0.4228641197903683,0.8654177811611005,0.8654749548767283,0.8655215166421161,0.8654177811611005
38820805,0.1269,0.3192,2335,0.5418,1.2961,0.4228641197903683,0.8654177811611005,0.865474244460199,0.8655208250891964,0.8654177811611005
53655,0.208,0.7134,15,0.0446,1.1228,0.48116158217297594,0.946370363889674,0.946370363889674,0.946370363889674,0.9463703638896738
39543,0.1515,0.2835,100,0.6592,0.4475,0.427438007166755,0.8576172276200077,0.857774411891961,0.8578121279852494,0.8576172276200077
124501,0.2645,0.553,316,0.3347,0.7677,0.43099222643892693,0.9145188443345675,0.9145188443345675,0.9145188443345676,0.9145188443345675
1842000,0.0981,NA,19884,0.4642,1.0915,NA,NA,NA,NA,NA
3223154,0.0981,NA,2669,0.2742,1.0967,NA,NA,NA,NA,NA
32172,0.2292,0.9,2590,0.805,0.0546,0.39006331165833463,0.9817370619874429,0.981737061987443,0.981737061987443,0.9817370619874429
175930,0.2292,0.6594,289,0.3755,0.0938,0.3610085869237195,0.9358035608687977,0.9358035608687977,0.9358035608687977,0.9358035608687977
591003,0.1077,0.2575,9,0.5112,1.1344,0.43167923825719917,0.8518825893967048,0.8520514276936689,0.8525186367284605,0.8519164938399328
1131623,0.1665,0.2575,11,0.472,1.3045,0.4326895877527817,0.8518825893967048,0.8519635028948754,0.8520380346438498,0.8518825893967049
2152645,0.1148,0.2575,22,0.4733,1.2952,0.4267297016165777,0.8518825893967048,0.8519872964431813,0.8520370415772707,0.8518825893967049
2152645,0.1148,0.2575,22,0.4733,1.2952,0.4267297016165777,0.8518825893967048,0.8519872964431813,0.8520370415772707,0.8518825893967049
306083037,0.1148,0.2575,22,0.4733,1.2952,0.42672970161657764,0.8518825893967048,0.8519872964431814,0.8520370415772706,0.8518825893967048
503192458,0.1148,0.2575,22,0.6651,1.3255,0.42878785031822636,0.8518825893967048,0.8520621715608105,0.8521111826616403,0.8518825893967048
682033135,0.0944,0.2575,22,0.6351,1.371,0.43875694462580467,0.8518825893967048,0.8520756606739298,0.8524286468991097,0.8518825893967048
792873184,0.0841,0.2575,22,0.7069,1.2894,0.43669440649492736,0.8518825893967048,0.8521155627578305,0.8525924853731871,0.8518825893967048
679244512,0.1006,0.2575,22,0.7568,1.0508,0.4141095672442184,0.8518825893967048,0.8521139380164131,0.8521421815611888,0.8518825893967048
668450561,0.0993,0.2575,22,0.6652,0.8697,0.4009775016462265,0.8518825893967049,0.8520811429286421,0.852101218222783,0.8518825893967048
657680489,0.0839,0.2575,22,0.6652,1.0501,0.4195454704242374,0.8518825893967049,0.8521000489855894,0.8521959628897793,0.8518825893967046
230726,0.4781,0.8758,178,0.5037,0.3228,0.37950434150545653,0.9772470631818787,0.9772470631818787,0.9772470631818787,0.9772470631818787
324134,0.4781,0.6524,157,0.4752,0.5673,0.3963390616927143,0.9344223868252606,0.9344223868252608,0.9344223868252608,0.9344223868252606
284014,0.1538,0.3391,12,0.36,1,0.43437092591613785,0.8697296500763396,0.8697298644288756,0.8697910220430437,0.8697296500763396
667732,0.1719,0.3344,16,0.3547,1.0069,0.42009933305835595,0.8687135913645295,0.8687135913645295,0.8687473928011897,0.8687135913645295
901662,0.1357,0.3342,20,0.5584,1.0588,0.4189810203655668,0.8686703230610978,0.8687532599665668,0.8688005538784834,0.8686703230610978
157185,0.355,0.1231,286,0.4878,1.3904,0.4751435263103082,0.8214893822127602,0.8214976269788027,0.8216383925831724,0.8214893822127602
266863,0.358,0.5307,234,0.4432,1,0.43548968206267674,0.9099771209849794,0.9099771209849792,0.9099771209849792,0.9099771209849792
442059,0.355,0.6051,230,0.5487,1.1773,0.4399329918727205,0.9250196390954846,0.9250196390954846,0.9250196390954846,0.9250196390954848
426594,0.355,0.295,44,0.5377,0.9034,0.41966979566999196,0.8601392326166636,0.8601392326166636,0.8601694929000444,0.8601392326166636
525217,0.4155,0.6105,180,0.5281,0.8393,0.4110991599975979,0.9260993212667831,0.9260993212667831,0.9260993212667831,0.9260993212667831
742300,0.4155,0.6105,237,0.6283,1.165,0.42999827998792706,0.9260993212667831,0.9260993212667831,0.9260993212667831,0.9260993212667831
985014,0.3503,0.6105,276,0.7079,1.8229,0.4689369379800358,0.9260993212667831,0.9260993212667831,0.9260993212667831,0.9260993212667831
985014,0.3503,0.6105,276,0.7079,1.8229,0.4689369379800358,0.9260993212667831,0.9260993212667831,0.9260993212667831,0.9260993212667831
1121189,0.471,0.6105,252,0.7664,0.9086,0.40423546284829004,0.9260993212667831,0.9260993212667831,0.9260993212667831,0.9260993212667831
939271,0.3052,0.6105,205,0.5081,1.1546,0.42527410019266926,0.9260993212667831,0.9260993212667831,0.9260993212667831,0.9260993212667831
2149283623,0.3052,0.6105,400764,0.5719,1.1546,0.40070112108418776,0.9260993212667831,0.9260993212667831,0.9260993212667831,0.9260993212667831
1692202,0.3244,0.6105,277,0.5624,0.9401,0.4001857134513257,0.9260993212667831,0.9260993212667831,0.9260993212667828,0.9260993212667831
87240,0.6115,0.2464,15,0.5233,0.6646,0.4298683210848242,0.8494203851036046,0.8494490218978396,0.8495104831673164,0.8494203851036048
11631,0.7215,0.521,33,1.5016,0.1085,0.41987562129308614,0.9079926136005222,0.9082564408350126,0.908262569292736,0.9079926136005222
