liabilities_and_equity,operating_expense_._assets,percent_of_female_borrowers,average_loan_balance_per_borrower,gross_loan_portfolio_to_total_assets,operational_self_sufficiency,finefftheta_hat,se_no_breadththeta_hat,se_with_breadththeta_hat,finsoc_with_breadththeta_hat,finsoc_no_breadththeta_hat
261369,0.5015,0.7193,182,0.51,0.2659,0.37211517386777926,0.947515560457413,0.9475155604574128,0.947515560457413,0.947515560457413
62721,0.2255,0.8,508,0.4051,1.1019,0.4754301909613774,0.9629997092781115,0.9629997092781115,0.9629997092781115,0.9629997092781115
88444,0.2925,0.8,184,0.8326,2.4523,0.560974035477576,0.9629997092781115,0.9629997092781115,0.9630157850561214,0.9629997092781115
156997,0.2255,0.8,109,0.7481,2.5033,0.5477321051872003,0.9629997092781115,0.9629997092781115,0.9630078476095493,0.9629997092781115
143668,0.1544,0.6211,745,0.4927,1.5468,0.4884533435152454,0.9282140093559549,0.9282140093559551,0.9282268030822307,0.9282140093559549
1221146,0.0726,0.35,145,0.3662,0.2196,0.35390057455263646,0.8720805477852052,0.8721348057642393,0.8721348057642393,0.8720805477852052
1221146,0.0726,0.35,158,0.1336,0.2196,0.35390057455263646,0.8720805477852052,0.8720805477852052,0.8720805477852052,0.8720805477852052
1221146,0.0726,0.35,1028,0.2021,0.2196,0.35390057455263646,0.8720805477852052,0.8720805477852052,0.8720805477852052,0.8720805477852052
1221146,0.0726,0.35,532,0.1445,0.2196,0.35390057455263646,0.8720805477852052,0.8720805477852052,0.8720805477852052,0.8720805477852052
1221146,0.0726,0.35,380,0.0985,0.2196,0.35390057455263646,0.8720805477852052,0.8720805477852052,0.8720805477852052,0.8720805477852052
1221146,0.0726,0.35,488,0.0819,0.2196,0.35390057455263646,0.8720805477852052,0.8720805477852052,0.8720805477852052,0.8720805477852052
1221146,0.0726,0.35,173,0.0819,0.2196,0.35390057455263646,0.8720805477852052,0.8720805477852052,0.8720805477852052,0.8720805477852052
1221146,0.0726,0.35,796,0.0819,0.2196,0.35390057455263646,0.8720805477852052,0.8720805477852052,0.8720805477852052,0.8720805477852052
1965707.5,0.0951,0.4501,829,0.5116,0.2966,0.35464709247482545,0.8933190892661665,0.8933486530942846,0.8933486530942846,0.8933190892661665
1965707.5,0.0951,0.4501,749,0.5251,0.2966,0.35464709247482545,0.8933190892661665,0.8933540183417131,0.8933540183417131,0.8933190892661665
2070554,0.0951,0.4501,749,0.1443,0.2988,0.3548454309469889,0.8933190892661665,0.8933190892661665,0.8933190892661665,0.8933190892661665
1860861,0.0951,0.4501,749,0.2122,0.2944,0.3544486215964502,0.8933190892661668,0.8933190892661668,0.8933190892661668,0.8933190892661668
2478271,0.17475,0.89865,114,0.6204,1.0249,0.40052985640381,0.9814873215420257,0.9814873215420257,0.9814873215420257,0.9814873215420257
2483893,0.1799,0.89865,134,0.5033,1.1445,0.4089172885367737,0.9814873215420257,0.9814873215420257,0.9814873215420257,0.9814873215420257
2437164,0.2111,0.89865,117,0.5506,1.2081,0.4135946817661842,0.9814873215420257,0.9814873215420257,0.9814873215420257,0.9814873215420257
2181774,0.1804,0.89865,96,0.5722,1.0898,0.4070948100031667,0.9814873215420257,0.9814873215420257,0.9814873215420257,0.9814873215420257
2219943,0.1658,0.89865,96,0.6686,1.07,0.40542463262034784,0.9814873215420257,0.9814873215420254,0.9814873215420254,0.9814873215420257
2858372,0.1591,0.8988,127,0.7541,1.1199,0.4050517539864475,0.9815150747505952,0.981515074750595,0.981515074750595,0.9815150747505952
2758990,0.1696,0.8985,111,0.7731,1.1372,0.406792654364869,0.9814595672656348,0.9814595672656348,0.9814595672656348,0.9814595672656348
325375,0.3034,NA,NA,NA,1.7051,NA,NA,NA,NA,NA
452018,0.3034,NA,NA,NA,1.4717,NA,NA,NA,NA,NA
NA,NA,0.5173,665,0.721,NA,NA,NA,NA,NA,NA
NA,NA,0.5173,481,0.7714,NA,NA,NA,NA,NA,NA
NA,NA,0.5173,419,0.7714,NA,NA,NA,NA,NA,NA
6441038.5,0.0964,0.2364,444,0.7523,0.89045,0.4034778145422453,0.8471949637036552,0.8474048181561122,0.847417486281468,0.8471949637036552
5727734,0.0959,0.2364,444,0.7523,0.927,0.40641448092549187,0.847194963703655,0.847405421549322,0.84741955124917,0.8471949637036553
7154343,0.0969,0.2364,444,0.7523,0.8539,0.4005172726236195,0.8471949637036553,0.8474042148611884,0.8474154049212633,0.8471949637036553
6091995,0.0703,0.41595,3266,0.5402,2.2446,0.5025183217807151,0.8861434290365835,0.8862296417053313,0.8869712183586062,0.8866473762244704
7485580,0.0765,0.398,3421,0.542,1.1718,0.4309662204535852,0.8823429262610668,0.8824292122230221,0.8824374236120475,0.8823429262610669
10599375,0.0641,0.4339,3111,0.5553,2.1398,0.49889930186069903,0.8899240133210524,0.8900169363951514,0.8907097919247782,0.8903877601704623
6105536,0.1969,0.5897,1027,0.3365,0.656,0.36473169612047135,0.9219316397682865,0.9219316397682865,0.9219316397682865,0.9219316397682865
10031241,0.1676,0.5999,712,0.3815,0.8753,0.3812597165302756,0.9239784155680488,0.9239784155680488,0.9239784155680488,0.9239784155680486
32542177,0.1676,0.5569,899,0.5767,1.0015,0.39027914766346783,0.9153102072544089,0.9153102072544088,0.9153102072544089,0.9153102072544089
38285537,0.2017,0.5313,918,0.619,1.0694,0.39487141476678683,0.9100996949054856,0.9100996949054856,0.9100996949054856,0.9100996949054858
38285537,0.2017,0.5313,1071,0.702,1.0694,0.39487141476678683,0.9100996949054856,0.9100996949054858,0.9101045524173963,0.9100996949054858
43631662,0.2017,0.5313,1066,0.729,1.3246,0.41198418084735544,0.9100996949054856,0.9100996949054856,0.9101257749068069,0.9100996949054856
42922494,0.1991,0.5313,928,0.7289,1.2025,0.40392634087515256,0.9100996949054856,0.9100996949054856,0.9101221455890434,0.9100996949054856
48239242,0.2191,0.5313,1019,0.7174,1.2069,0.40422075751465225,0.9100996949054856,0.9100996949054856,0.9101075889934189,0.9100996949054858
67512670,0.1947,0.5313,1319,0.7547,1.3045,0.41067347273715804,0.9100996949054856,0.9100996949054858,0.9101389511155449,0.9100996949054858
86090625,0.1947,0.5313,1393,0.7553,1.3045,0.41067347273715804,0.9100996949054856,0.9100996949054854,0.9101391685891875,0.9100996949054858
82853093,0.1243,0.5313,1466,0.7067,1.1457,0.41334250376417725,0.9100996949054856,0.9101347452325735,0.9101622498632245,0.9100996949054856
39916,0.1479,0.5048,49,0.6407,0.5788,0.4401203627397042,0.9046660598867506,0.9047318498707623,0.9047669661040103,0.9046660598867506
58044,0.1741,0.4744,64,0.4922,0.6589,0.43875306451266294,0.8983819289522218,0.8983819289522216,0.8984116392967104,0.8983819289522218
92265,0.1741,0.4744,93,0.5839,0.6589,0.42809252162539624,0.8983819289522216,0.8983819289522218,0.8984318485463479,0.8983819289522216
105298,0.1217,0.4211,110,0.5741,0.9917,0.45367983131347434,0.887230137612033,0.8873192610598433,0.8873681799924362,0.887230137612033
136303,0.0968,0.4211,110,0.6175,1.0775,0.45454219264068696,0.887230137612033,0.887368826156262,0.8874053875794276,0.887230137612033
2481665,0.1609,0.0667,1170,0.7071,0.6414,0.37170931026576587,0.8083435209155527,0.808538102071219,0.8085818628369635,0.8083435209155527
1896212,0.1486,0.0541,1044,1.0188,0.3787,0.35377706613690846,0.8053736504423272,0.8057009744028659,0.8057218915357058,0.8053736504423272
2104495,0.1892,0.0472,1163,1.1714,0.869,0.3915910157139758,0.8037420965069453,0.8040833960359206,0.8041456085166044,0.8037420965069453
2457421,0.1892,0.0472,1163,0.6985,0.9827,0.397625364334712,0.8037420965069454,0.8039111594406428,0.8039872399784466,0.8037420965069453
2354381,0.1609,0.9938,5705,0.7754,0.9147,0.3933084133561789,0.9988810439281574,0.9988810439281574,0.9988810439281574,0.9988810439281574
2835282,0.1458,0.9938,5705,0.6586,3.2102,0.5226116816355171,0.9988810439281571,0.9988810439281571,0.9988810439281571,0.9988810439281571
3902276,0.1618,NA,NA,0.8191,1.1567,NA,NA,NA,NA,NA
5257995,0.1869,NA,NA,0.8385,1.0645,NA,NA,NA,NA,NA
6193639,0.1367,NA,NA,0.3841,1.1423,NA,NA,NA,NA,NA
14680805.5,0.0612,NA,1533,0.79935,1.12905,NA,NA,NA,NA,NA
15771156,0.0612,NA,1533,0.7584,1.1013,NA,NA,NA,NA,NA
13590455,0.0612,NA,1533,0.8403,1.1568,NA,NA,NA,NA,NA
2168462,0.1567,NA,650,0.2599,0.4433,NA,NA,NA,NA,NA
2168462,0.1567,NA,266,0.2695,0.4433,NA,NA,NA,NA,NA
2168462,0.1567,NA,598,0.2695,0.4433,NA,NA,NA,NA,NA
2168462,0.1567,NA,444,0.3207,0.4433,NA,NA,NA,NA,NA
2767400,NA,0.6248,190,0.4191,0.6596,NA,NA,NA,NA,NA
2767400,NA,0.4426,286,0.3649,0.6596,NA,NA,NA,NA,NA
2767400,NA,0.4426,286,0.3649,0.6291,NA,NA,NA,NA,NA
2767400,NA,0.4426,286,0.5868,0.6901,NA,NA,NA,NA,NA
3155333,0.187,NA,755,0.7489,1.0301,NA,NA,NA,NA,NA
4274502,0.187,NA,755,0.7066,1.4753,NA,NA,NA,NA,NA
4437174,0.187,NA,755,0.7575,1.4753,NA,NA,NA,NA,NA
4723975,0.187,NA,755,0.7324,1.0982,NA,NA,NA,NA,NA
5128,0.39785,NA,NA,0.4631,1.1248,NA,NA,NA,NA,NA
33393,0.404,NA,NA,0.289,1.3218,NA,NA,NA,NA,NA
53454,0.3917,NA,NA,0.5646,1.0835,NA,NA,NA,NA,NA
671586,0.39835,0.2788,259,0.3635,0.5589,0.38412580676075836,0.8565839515046848,0.8565839515046848,0.856583951504685,0.8565839515046848
671586,0.39835,0.2788,237,0.3635,0.5589,0.38412580676075836,0.8565839515046848,0.8565839515046848,0.856583951504685,0.8565839515046848
671586,0.39835,0.2788,381,0.3635,0.5589,0.38412580676075836,0.8565839515046848,0.8565839515046848,0.856583951504685,0.8565839515046848
671586,0.39835,0.2788,330,0.3635,0.5589,0.38412580676075836,0.8565839515046848,0.8565839515046848,0.856583951504685,0.8565839515046848
798950,0.39835,0.2788,57,0.4382,0.5962,0.3846204005562116,0.8565839515046848,0.856583951504685,0.856583951504685,0.856583951504685
671586,0.3543,0.2788,102,0.3344,0.5569,0.38395571094159014,0.8565839515046848,0.8565839515046848,0.8565839515046848,0.8565839515046848
471334,0.4424,0.2647,52,0.3635,0.5589,0.3896205077637464,0.8534752128234504,0.8534752128234502,0.8534752128234504,0.8534752128234504
15242,NA,NA,NA,0.242,NA,NA,NA,NA,NA,NA
44129,NA,NA,NA,0.5166,NA,NA,NA,NA,NA,NA
90702,NA,NA,NA,0.4381,NA,NA,NA,NA,NA,NA
273633,0.17805,0.49015,147,1.1117,1.0092,0.43575996881834217,0.9016445210263101,0.9017820904990138,0.9018549378483283,0.9016445210263099
1052357,0.2514,0.4504,153,0.8796,1.2482,0.43000533225773435,0.8933818105925257,0.8934127951874462,0.8934805286142911,0.8933818105925257
2442209,0.2178,0.4504,153,0.6993,1.3587,0.4236818475155562,0.8933818105925257,0.8933818105925257,0.8934269039765492,0.8933818105925255
2900202,0.1383,0.5299,120,0.7231,1.5278,0.4343508831210031,0.9098136566848277,0.9098416114279609,0.9098937739479538,0.9098136566848277
3125289,0.1058,0.61,141,0.7148,1.4096,0.43745763978383334,0.9259994185562233,0.9260338828862963,0.9260585549979867,0.9259994185562233
3529545,1.6414,0.6039,778,0.5529,0.2914,0.33813477172072376,0.9247794901060192,0.9247794901060192,0.9247794901060192,0.9247794901060192
13736541,0.3497,0.5715,848,0.7185,0.6597,0.36501628669937264,0.9182650606647015,0.9182650606647015,0.9182650606647015,0.9182650606647015
27487086,0.1883,0.5397,1339,0.7746,1.059,0.3941514634094163,0.9118135464178869,0.9118135464178869,0.9118495378575661,0.9118135464178869
27487086,0.1883,0.5397,1593,0.8438,1.059,0.3941514634094163,0.9118135464178869,0.9118144752499826,0.9118742637306001,0.9118135464178869
27487086,0.1883,0.5397,1764,0.8771,1.059,0.3941514634094163,0.9118135464178869,0.9118265352325923,0.9118860039541394,0.9118135464178869
27487086,0.1883,0.5397,1764,0.8362,1.059,0.3941514634094163,0.9118135464178869,0.9118135464178869,0.9118715700265371,0.9118135464178869
27487086,0.1883,0.5397,2074,0.9065,1.8403,0.4436800767211178,0.9118135464178869,0.911837096999269,0.911929084059185,0.9118135464178869
87047765,0.143,0.5397,1853,0.9045,1.3275,0.4198595461351981,0.9118135464178871,0.9118939107471353,0.9119382885265392,0.9118135464178869
87047765,0.143,0.5397,2175,0.9045,1.3275,0.4198595461351981,0.9118135464178871,0.9118939107471353,0.9119382885265392,0.9118135464178869
157665738,0.143,0.5397,2902,0.9651,1.3275,0.4198595461351981,0.9118135464178871,0.9119154446937824,0.911959250905578,0.9118135464178869
195255060,0.1434,0.5397,2986,0.952,1.5441,0.43372736873484896,0.9118135464178869,0.9119103060319587,0.9119635728150096,0.9118135464178867
195255060,0.1434,0.5397,2986,0.952,1.4839,0.42990633226402764,0.9118135464178869,0.9119103060319587,0.9119610879849875,0.9118135464178869
194084,0.392,0.7203,108.5,0.4363,1.04705,0.4450230073250232,0.947709481508219,0.947709481508219,0.947709481508219,0.9477094815082192
309630,0.426,0.7669,68,0.683,0.4504,0.38668190157596793,0.9566888672639648,0.9566888672639648,0.9566888672639648,0.9566888672639648
379184,0.4055,0.7204,87,0.673,0.9948,0.42885174819858274,0.9477288707463416,0.9477288707463414,0.9477288707463416,0.9477288707463416
498993,0.3626,0.6974,145,0.9185,1.0993,0.4320129551005892,0.9432555643376238,0.9432555643376238,0.9432555643376238,0.9432555643376237
599139,0.3785,0.7202,130,0.8165,1.1396,0.4318251637940268,0.9476900917489157,0.9476900917489157,0.9476900917489157,0.9476900917489157
1601291,0.2304,0.47,276,0.6141,0.4829,0.3649629748239993,0.897467831401768,0.897467831401768,0.897467831401768,0.897467831401768
2162883,0.3154,0.4782,375,0.6025,0.5415,0.36561143092303183,0.8991704457231094,0.8991704457231094,0.8991704457231094,0.8991704457231094
3122782,0.2284,0.4807,428,0.6173,0.5882,0.3643068805973055,0.8996887370848746,0.8996887370848744,0.8996887370848746,0.8996887370848744
3122782,0.2284,0.4807,437,0.7888,0.5882,0.3643068805973055,0.8996887370848746,0.8996887370848744,0.8997175741616299,0.8996887370848744
3122782,0.2284,0.4807,410,0.792,0.5882,0.3643068805973055,0.8996887370848746,0.8996887370848746,0.8997187412388931,0.8996887370848744
3122782,0.2284,0.4807,428,0.7719,0.5882,0.3643068805973055,0.8996887370848746,0.8996887370848744,0.899711394139006,0.8996887370848744
10254236,0.3007,0.4807,317,0.7334,0.7431,0.37135590419208414,0.8996887370848746,0.8996887370848746,0.8996887370848746,0.8996887370848746
10254236,0.3007,0.4807,296,0.7334,0.7431,0.37135590419208414,0.8996887370848746,0.8996887370848746,0.8996887370848746,0.8996887370848746
20818659,0.2484,0.4807,345,0.7674,1.1261,0.3987644575749237,0.8996887370848746,0.8996887370848744,0.8997284606962608,0.8996887370848747
23233467,0.2304,0.4807,330,0.7291,1.1163,0.3980954250379603,0.8996887370848744,0.8996887370848746,0.8997181191624699,0.8996887370848744
50136068,0.4164,0.6004,1254,0.553,1.1375,0.39954072343349917,0.9240785985495362,0.9240785985495362,0.9240785985495362,0.9240785985495362
50136068,0.4164,0.6004,1068,0.7053,1.1375,0.39954072343349917,0.9240785985495362,0.9240785985495362,0.9240785985495362,0.9240785985495362
50136068,0.4164,0.5595,1246,0.8252,1.1375,0.39954072343349917,0.9158373006265087,0.9158373006265087,0.9158421519123975,0.9158373006265087
50136068,0.4164,0.5501,1372,0.8252,1.1375,0.39954072343349917,0.9139298316709362,0.9139298316709364,0.9139392187313427,0.9139298316709362
49095655,0.4164,0.6004,1324,0.8181,1.0545,0.39383937404873637,0.9240785985495362,0.9240785985495362,0.9240785985495362,0.9240785985495362
59155837,0.4164,0.6004,1427,0.8653,1.3661,0.4146712032358842,0.9240785985495362,0.9240785985495362,0.924089200338902,0.9240785985495362
65535357,0.3209,0.6004,1287,0.902,1.2276,0.40560173475330497,0.9240785985495362,0.9240785985495362,0.9240987954972303,0.9240785985495362
73149788,0.3019,0.6004,1236,0.7416,1.1921,0.4032292198194817,0.9240785985495362,0.9240785985495362,0.9240785985495362,0.9240785985495362
50136068,0.4292,0.6004,853,0.8195,1.1375,0.39954072343349917,0.9240785985495362,0.9240785985495364,0.9240785985495362,0.9240785985495362
37153390,0.4445,0.6004,815,0.8323,1.1263,0.39877809474858766,0.9240785985495362,0.9240785985495362,0.9240785985495362,0.9240785985495362
33619457,0.4164,0.6004,813,0.8909,1.0831,0.39581700899840216,0.9240785985495362,0.9240785985495364,0.9240854273819388,0.9240785985495362
134593,0.111,0.9621,59,0.1936,0.5304,0.4082129103452588,0.9931326465351354,0.9931326465351354,0.9931326465351354,0.9931326465351354
131227,0.1207,0.9764,65,0.2713,0.7343,0.4269395794554705,0.9957314449730161,0.9957314449730161,0.9957314449730161,0.9957314449730161
125896,0.196,0.9742,55,0.2215,0.6381,0.4193778739754334,0.9953322387280834,0.9953322387280834,0.9953322387280834,0.9953322387280834
134626,0.1013,0.95,33,0.3046,0.5214,0.40738173277468415,0.9909263266448705,0.9909263266448705,0.9909263266448705,0.9909263266448705
134626,0.1013,0.95,63,0.4252,0.5214,0.40738173277468415,0.9909263266448705,0.9909263266448705,0.9909263266448705,0.9909263266448705
NA,NA,NA,72,0.5816,NA,NA,NA,NA,NA,NA
44636,1.0785,NA,20,0.4699,1.2779,NA,NA,NA,NA,NA
43336,1.0785,NA,20,0.6609,1.1145,NA,NA,NA,NA,NA
9528,0.2384,0.4172,79.5,1.0988,0.7994,0.5000424246459155,0.8864073437495968,0.8866347629853779,0.8866924580072765,0.8864073437495968
36344,0.3159,0.4351,20,0.2795,1.0953,0.48917012732676357,0.8901760491438329,0.8901760491438329,0.8901760491438329,0.8901760491438329
106314,0.4253,0.4351,78,0.3761,0.4932,0.4097531982493748,0.8901760491438329,0.8901760491438329,0.8901760491438329,0.8901760491438329
164616,0.1609,0.3993,81,0.568,1.1818,0.45861394181762954,0.8826188451665179,0.882640488810722,0.8827271139453923,0.8826188451665181
505032,0.1609,0.3993,131,0.8712,1.4801,0.45899120757242046,0.8826188451665179,0.8827264277033645,0.8828191252266477,0.8826188451665179
3635162,NA,0.658,258,0.8507,0.9718,NA,NA,NA,NA,NA
3635162,NA,0.658,258,0.8507,1.4499,NA,NA,NA,NA,NA
1068192,0.3607,0.94,61,0.5692,0.8397,0.39971700815857913,0.9890978148408258,0.9890978148408258,0.989097814840826,0.9890978148408258
1622592,0.3607,0.94,57,0.7226,1.1346,0.41491787451584317,0.9890978148408258,0.9890978148408258,0.9890978148408258,0.9890978148408258
575287,NA,0.7236,215,1.0908,1.1539,NA,NA,NA,NA,NA
1128018.5,0.5325,1,83.5,0.71775,0.7613,0.3927509443529204,1,1,1,0.9999999999999998
748396,0.5325,1,90,0.8589,0.567,0.3831610805368928,1,1,1,1
1507641,0.5325,1,77,0.5766,0.9556,0.40311998317144476,1,1,1,1
1954392,NA,0.436,230,0.4987,0.6412,NA,NA,NA,NA,NA
2905627,NA,0,204,0.3017,0.6412,NA,NA,NA,NA,NA
2905627,NA,0,349,0.3359,0.6412,NA,NA,NA,NA,NA
2905627,NA,0,617,0.4987,0.6412,NA,NA,NA,NA,NA
2905627,NA,0.436,468,0.4987,0.6412,NA,NA,NA,NA,NA
5197207,NA,0.436,230,0.8661,0.6412,NA,NA,NA,NA,NA
5197207,NA,0.436,130,0.8661,0.6412,NA,NA,NA,NA,NA
4679482,NA,0.436,130,0.6294,0.6412,NA,NA,NA,NA,NA
37810,0.621,0.3004,131,0.3566,1.1978,0.49666491220748293,0.8613204429999025,0.8613204429999025,0.8613532141784234,0.8613204429999025
65424,0.621,0.3004,131,0.4849,0.981,0.4643046858439235,0.8613204429999025,0.8613204429999026,0.8613636135731384,0.8613204429999025
63432,0.382,0.6667,224,0.2318,0.0973,0.38057625799727435,0.9372411166329944,0.9372411166329941,0.9372411166329941,0.9372411166329944
50172,0.7797,0.6667,176,0.2527,0.2139,0.3980076552197791,0.9372411166329944,0.9372411166329944,0.9372411166329944,0.9372411166329944
191110,0.3971,0.8345,187,0.5391,0.4453,0.3940339117867378,0.9695192348160613,0.9695192348160613,0.9695192348160613,0.9695192348160613
213720,0.382,0.7624,224,0.4634,0.3803,0.3861564704300491,0.9558266186542662,0.9558266186542664,0.9558266186542662,0.9558266186542662
401571,0.3291,0.2895,407,0.2308,0.3053,0.3693216273578856,0.8589341563663313,0.8589341563663313,0.8589341563663313,0.8589341563663313
401571,0.3291,0.3955,1409,0.2308,0.3053,0.3693216273578856,0.881812016160966,0.881812016160966,0.8818120161609662,0.8818120161609662
NA,NA,0.7001,486,0.4399,NA,NA,NA,NA,NA,NA
NA,NA,0.7001,467,0.3943,NA,NA,NA,NA,NA,NA
NA,NA,0.7001,402,0.3943,NA,NA,NA,NA,NA,NA
177890,NA,NA,57,0.7316,NA,NA,NA,NA,NA,NA
155723,NA,NA,57,0.7316,NA,NA,NA,NA,NA,NA
101403,0.3823,0.8963,311.5,0.6612,0.1762,0.3795229255686612,0.9810523818119693,0.9810523818119693,0.9810523818119693,0.9810523818119693
